vessel_id,port_id,berth_id,arrival_time_hr,unload_start_hr,unload_end_hr,unloading_time_hr,waiting_time_hr
V00685,P010,4,65.89,1216.03,1222.52,6.49,1150.14
V09357,P010,4,44.54,1222.52,1250.38,27.86,1177.99
V02882,P010,1,43.49,1226.5,1255.42,28.92,1183.01
V09540,P010,5,55.93,1232.57,1249.26,16.69,1176.64
V07379,P010,2,26.73,1232.89,1278.78,45.89,1206.15
V00637,P010,3,38.84,1238.72,1272.76,34.04,1199.88
V06387,P010,5,71.0,1249.26,1251.42,2.16,1178.25
V01299,P010,4,36.85,1250.38,1286.75,36.37,1213.53
V05205,P010,5,65.62,1251.42,1259.15,7.73,1185.79
V07273,P010,1,42.68,1255.42,1286.44,31.02,1212.74
V08040,P010,5,55.1,1259.15,1277.95,18.8,1204.05
V09034,P010,3,66.86,1272.76,1280.5,7.74,1205.9
V05385,P010,5,30.04,1277.95,1322.68,44.73,1247.91
V05143,P010,2,32.24,1278.78,1321.35,42.57,1246.54
V09117,P010,3,52.47,1280.5,1302.88,22.38,1228.03
V08214,P010,1,35.48,1286.44,1325.85,39.41,1250.96
V09961,P010,4,38.5,1286.75,1323.27,36.52,1248.25
V08879,P010,3,32.86,1302.88,1345.1,42.22,1270.02
V08893,P010,2,65.11,1321.35,1331.33,9.98,1256.24
V04935,P010,5,59.32,1322.68,1338.51,15.83,1263.36
V09009,P010,4,54.2,1323.27,1344.34,21.07,1269.08
V00148,P010,1,34.14,1325.85,1367.26,41.41,1291.71
V08623,P010,2,36.71,1331.33,1370.28,38.95,1294.61
V05154,P010,5,72.34,1338.51,1341.84,3.33,1266.17
V08678,P010,5,33.09,1341.84,1384.48,42.64,1308.74
V01445,P010,4,58.87,1344.34,1361.32,16.98,1285.47
V06796,P010,3,32.19,1345.1,1388.77,43.67,1312.91
V03145,P010,4,32.1,1361.32,1405.09,43.77,1329.22
V01318,P010,1,51.34,1367.26,1391.97,24.71,1315.92
V09408,P010,2,46.66,1370.28,1399.82,29.54,1323.62
V03020,P010,5,35.04,1384.48,1425.66,41.18,1349.44
V05922,P010,3,44.71,1388.77,1420.59,31.82,1344.06
V00612,P010,1,43.0,1391.97,1425.67,33.7,1348.97
V05379,P010,2,40.01,1399.82,1437.35,37.53,1359.8
V06063,P010,4,54.85,1405.09,1428.09,23.0,1350.24
V03376,P010,3,48.89,1420.59,1450.16,29.57,1371.7
V07495,P010,5,75.03,1425.66,1429.21,3.55,1350.63
V09020,P010,1,72.43,1425.67,1431.98,6.31,1353.24
V00705,P010,4,10.07,1428.09,1496.8,68.71,1418.02
V00470,P010,5,62.12,1429.21,1446.05,16.84,1367.09
V08894,P010,1,32.67,1431.98,1478.57,46.59,1399.31
V00877,P010,2,50.4,1437.35,1466.29,28.94,1386.95
V05482,P010,5,30.0,1446.05,1496.2,50.15,1416.05
V08558,P010,3,36.62,1450.16,1493.94,43.78,1413.54
V09816,P010,2,58.04,1466.29,1488.73,22.44,1408.24
V06012,P010,1,65.47,1478.57,1493.96,15.39,1413.1
V02554,P010,2,54.0,1488.73,1515.77,27.04,1434.73
V06241,P010,3,60.73,1493.94,1514.52,20.58,1433.2
V04740,P010,1,49.25,1493.96,1526.03,32.07,1444.71
V01406,P010,5,30.16,1496.2,1547.36,51.16,1466.03
V06388,P010,4,42.19,1496.8,1536.06,39.26,1454.62
V01399,P010,3,50.77,1514.52,1545.31,30.79,1463.75
V03936,P010,2,55.39,1515.77,1542.73,26.96,1460.37
V07874,P010,1,76.68,1526.03,1532.11,6.08,1449.35
V08350,P010,1,57.35,1532.11,1557.95,25.84,1474.77
V07722,P010,4,77.02,1536.06,1542.53,6.47,1459.04
V05080,P010,4,33.67,1542.53,1592.44,49.91,1508.86
V07229,P010,2,61.6,1542.73,1564.92,22.19,1481.12
V02948,P010,3,48.85,1545.31,1580.36,35.05,1496.46
V09978,P010,5,75.45,1547.36,1555.89,8.53,1471.91
V02446,P010,5,43.12,1555.89,1596.76,40.87,1512.77
V01886,P010,1,52.92,1557.95,1589.03,31.08,1505.03
V05588,P010,2,36.49,1564.92,1612.56,47.64,1528.42
V09925,P010,3,64.92,1580.36,1600.16,19.8,1515.43
V06281,P010,1,69.88,1589.03,1604.55,15.52,1519.15
V08985,P010,4,2.59,1592.44,1675.27,82.83,1589.85
V07403,P010,5,69.65,1596.76,1613.44,16.68,1527.11
V02541,P010,3,77.83,1600.16,1608.66,8.5,1522.33
V05761,P010,1,85.16,1604.55,1605.85,1.3,1519.39
V05555,P010,1,65.37,1605.85,1627.17,21.32,1540.48
V02945,P010,3,67.18,1608.66,1628.43,19.77,1541.48
V00421,P010,2,77.65,1612.56,1622.16,9.6,1534.9
V07189,P010,5,70.1,1613.44,1630.61,17.17,1543.34
V04158,P010,2,51.35,1622.16,1658.69,36.53,1570.8
V06616,P010,1,58.53,1627.17,1657.37,30.2,1568.64
V01623,P010,3,68.41,1628.43,1649.26,20.83,1560.02
V08804,P010,5,71.01,1630.61,1648.96,18.35,1559.59
V02929,P010,5,44.84,1648.96,1693.51,44.55,1604.12
V03575,P010,3,56.56,1649.26,1682.32,33.06,1592.7
V00911,P010,1,80.33,1657.37,1666.71,9.34,1577.04
V08735,P010,2,27.12,1658.69,1721.37,62.68,1631.56
V01463,P010,1,7.96,1666.71,1748.59,81.88,1658.75
V08017,P010,4,31.57,1675.27,1733.82,58.55,1643.7
V06666,P010,3,78.45,1682.32,1694.62,12.3,1603.87
V01152,P010,5,50.22,1693.51,1734.37,40.86,1643.28
V02739,P010,3,45.14,1694.62,1740.75,46.13,1649.48
V02974,P010,2,60.53,1721.37,1752.2,30.83,1660.84
V07975,P010,4,33.89,1733.82,1792.77,58.95,1699.93
V03332,P010,5,61.07,1734.37,1766.16,31.79,1673.3
V03133,P010,3,55.9,1740.75,1777.98,37.23,1684.85
V01995,P010,1,33.89,1748.59,1807.83,59.24,1714.7
V03458,P010,2,77.09,1752.2,1768.7,16.5,1675.1
V08740,P010,5,44.81,1766.16,1816.33,50.17,1721.35
V04118,P010,2,50.33,1768.7,1814.06,45.36,1718.37
V00137,P010,3,57.76,1777.98,1815.93,37.95,1720.22
V06644,P010,4,59.61,1792.77,1829.27,36.5,1733.16
V06685,P010,1,61.03,1807.83,1844.17,36.34,1746.8
V07637,P010,2,45.33,1814.06,1866.15,52.09,1768.72
V04634,P010,3,47.57,1815.93,1866.04,50.11,1768.36
V01646,P010,5,86.04,1816.33,1828.13,11.8,1730.29
V08905,P010,5,81.93,1828.13,1844.09,15.96,1746.2
V01762,P010,4,93.62,1829.27,1833.75,4.48,1735.65
V03192,P010,4,70.45,1833.75,1861.42,27.67,1763.3
V07779,P010,5,69.86,1844.09,1873.4,29.31,1774.23
V00242,P010,1,89.73,1844.17,1853.84,9.67,1754.44
V02423,P010,1,78.71,1853.84,1874.9,21.06,1775.13
V04665,P010,4,87.84,1861.42,1873.39,11.97,1773.59
V01410,P010,3,64.18,1866.04,1902.12,36.08,1801.86
V05211,P010,2,44.37,1866.15,1922.28,56.13,1821.78
V09145,P010,4,79.43,1873.39,1894.9,21.51,1793.96
V00688,P010,5,35.6,1873.4,1939.0,65.6,1837.8
V02512,P010,1,39.76,1874.9,1937.12,62.22,1835.14
V08573,P010,4,32.48,1894.9,1964.96,70.06,1862.42
V01913,P010,3,94.29,1902.12,1910.98,8.86,1807.83
V07311,P010,3,58.78,1910.98,1955.42,44.44,1852.2
V01404,P010,2,53.39,1922.28,1972.57,50.29,1868.88
V09618,P010,1,79.7,1937.12,1961.33,24.21,1857.42
V07681,P010,5,61.93,1939.0,1981.06,42.06,1877.07
V09189,P010,3,92.71,1955.42,1967.04,11.62,1862.7
V09848,P010,1,45.58,1961.33,2020.66,59.33,1915.75
V03832,P010,4,86.05,1964.96,1984.92,19.96,1878.91
V03976,P010,3,87.23,1967.04,1986.04,19.0,1879.81
V05575,P010,2,65.66,1972.57,2014.29,41.72,1906.9
V08563,P010,5,72.72,1981.06,2015.85,34.79,1908.34
V04038,P010,4,58.8,1984.92,2033.66,48.74,1926.12
V06537,P010,3,39.63,1986.04,2054.08,68.04,1946.41
V04893,P010,2,70.43,2014.29,2051.72,37.43,1943.85
V07414,P010,5,76.04,2015.85,2048.26,32.41,1939.81
V00949,P010,1,81.13,2020.66,2049.14,28.48,1939.53
V02154,P010,4,46.45,2033.66,2097.72,64.06,1987.21
V08924,P010,5,103.03,2048.26,2055.85,7.59,1945.22
V09849,P010,1,80.18,2049.14,2080.9,31.76,1968.96
V01675,P010,2,100.32,2051.72,2063.83,12.11,1951.4
V03846,P010,3,71.0,2054.08,2096.35,42.27,1983.08
V01302,P010,5,89.38,2055.85,2082.74,26.89,1966.47
V05069,P010,2,96.25,2063.83,2085.44,21.61,1967.58
V02955,P010,1,66.58,2080.9,2132.35,51.45,2014.32
V06373,P010,5,68.14,2082.74,2133.76,51.02,2014.6
V00121,P010,2,105.68,2085.44,2100.38,14.94,1979.76
V09108,P010,3,104.54,2096.35,2112.72,16.37,1991.81
V07687,P010,4,77.38,2097.72,2142.1,44.38,2020.34
V04343,P010,2,86.0,2100.38,2136.29,35.91,2014.38
V00944,P010,3,68.41,2112.72,2167.76,55.04,2044.31
V04034,P010,1,88.99,2132.35,2167.14,34.79,2043.36
V08988,P010,5,98.97,2133.76,2158.86,25.1,2034.79
V03515,P010,2,106.26,2136.29,2155.86,19.57,2030.03
V07221,P010,4,121.05,2142.1,2147.17,5.07,2021.06
V03283,P010,4,50.74,2147.17,2222.62,75.45,2096.43
V00122,P010,2,80.27,2155.86,2202.13,46.27,2075.58
V05025,P010,5,104.22,2158.86,2181.51,22.65,2054.64
V01991,P010,1,87.11,2167.14,2207.41,40.27,2080.03
V09368,P010,3,96.95,2167.76,2199.92,32.16,2070.81
V03957,P010,5,108.37,2181.51,2203.13,21.62,2073.14
V02783,P010,3,103.28,2199.92,2226.92,27.0,2096.64
V05314,P010,2,127.69,2202.13,2205.34,3.21,2074.43
V09201,P010,5,122.77,2203.13,2215.76,12.63,2080.36
V00279,P010,2,54.73,2205.34,2286.46,81.12,2150.61
V01158,P010,1,86.68,2207.41,2259.6,52.19,2120.73
V09288,P010,5,74.97,2215.76,2280.35,64.59,2140.78
V03806,P010,4,104.16,2222.62,2264.77,42.15,2118.46
V05748,P010,3,118.19,2226.92,2255.89,28.97,2108.73
V04901,P011,1,3.76,3.76,5.65,1.89,0.0
V07914,P011,2,4.41,4.41,9.74,5.33,0.0
V00515,P011,3,5.08,5.08,9.88,4.8,0.0
V05858,P011,4,2.74,2.74,9.89,7.15,0.0
V04813,P011,5,3.02,3.02,10.37,7.35,0.0
V03481,P011,1,10.06,10.06,10.43,0.37,0.0
V09601,P011,2,4.64,9.74,16.04,6.3,5.1
V05292,P011,3,10.52,10.52,11.34,0.82,0.0
V08694,P011,4,3.4,9.89,18.73,8.84,6.49
V02727,P011,5,5.49,10.37,17.63,7.26,4.87
V01827,P011,1,5.5,10.43,17.7,7.27,4.94
V05016,P011,3,11.53,11.53,12.8,1.27,0.0
V02069,P011,3,9.67,12.8,17.43,4.63,3.14
V08243,P011,2,7.08,16.04,23.88,7.84,8.97
V03456,P011,3,9.67,17.43,23.44,6.01,7.76
V03727,P011,5,4.39,17.63,29.24,11.61,13.24
V03856,P011,1,5.25,17.7,29.18,11.48,12.46
V03870,P011,4,6.74,18.73,28.84,10.11,11.99
V00091,P011,3,13.71,23.44,26.62,3.18,9.73
V01134,P011,2,14.53,23.88,26.54,2.66,9.35
V07440,P011,2,7.95,26.54,36.2,9.66,18.6
V05229,P011,3,9.06,26.62,35.2,8.58,17.56
V00704,P011,4,7.46,28.84,39.23,10.39,21.38
V04612,P011,1,4.98,29.18,43.77,14.59,24.21
V09697,P011,5,15.0,29.24,33.92,4.68,14.24
V05911,P011,5,19.43,33.92,34.45,0.53,14.48
V02106,P011,5,16.39,34.45,38.27,3.82,18.06
V06121,P011,3,4.28,35.2,52.17,16.97,30.92
V03677,P011,2,15.87,36.2,42.29,6.09,20.34
V08625,P011,5,2.48,38.27,57.79,19.52,35.79
V00529,P011,4,4.22,39.23,57.59,18.36,35.01
V03146,P011,2,21.51,42.29,44.13,1.84,20.78
V08845,P011,1,3.5,43.77,63.64,19.87,40.28
V01685,P011,2,7.62,44.13,59.93,15.8,36.51
V08752,P011,3,13.89,52.17,61.83,9.66,38.28
V01095,P011,4,17.7,57.59,63.62,6.03,39.89
V06726,P011,5,6.28,57.79,75.49,17.7,51.5
V03954,P011,2,8.4,59.93,76.06,16.13,51.53
V01253,P011,3,7.36,61.83,79.04,17.21,54.47
V09968,P011,4,11.56,63.62,77.18,13.56,52.06
V01744,P011,1,2.48,63.64,86.66,23.02,61.16
V06546,P011,5,7.51,75.49,93.75,18.26,67.97
V02891,P011,2,20.56,76.06,82.82,6.76,55.51
V01754,P011,4,24.33,77.18,80.37,3.19,52.85
V07839,P011,3,20.98,79.04,85.72,6.68,58.07
V01937,P011,4,14.81,80.37,93.33,12.96,65.56
V02685,P011,2,22.98,82.82,87.74,4.92,59.84
V01227,P011,3,22.84,85.72,90.93,5.21,62.88
V08355,P011,1,26.49,86.66,88.54,1.88,60.18
V09085,P011,2,17.23,87.74,99.44,11.7,70.51
V08720,P011,1,24.3,88.54,93.23,4.69,64.25
V08180,P011,3,10.02,90.93,109.96,19.03,80.91
V07044,P011,1,9.55,93.23,112.73,19.5,83.68
V07887,P011,4,19.48,93.33,103.14,9.81,73.85
V04180,P011,5,28.8,93.75,94.27,0.52,64.95
V00905,P011,5,26.26,94.27,97.59,3.32,68.01
V06572,P011,5,3.76,97.59,123.42,25.83,93.83
V06953,P011,2,26.83,99.44,102.38,2.94,72.62
V00697,P011,2,14.42,102.38,117.8,15.42,87.96
V08826,P011,4,19.53,103.14,113.73,10.59,83.61
V05619,P011,3,25.27,109.96,114.83,4.87,84.69
V04598,P011,1,11.79,112.73,131.31,18.58,100.95
V07776,P011,4,3.28,113.73,140.84,27.11,110.45
V00453,P011,3,22.58,114.83,122.67,7.84,92.25
V01301,P011,2,4.54,117.8,143.97,26.17,113.26
V07941,P011,3,22.55,122.67,130.88,8.21,100.12
V09384,P011,5,24.88,123.42,129.46,6.04,98.53
V03748,P011,5,24.66,129.46,135.95,6.49,104.8
V09599,P011,3,14.29,130.88,147.99,17.11,116.59
V04080,P011,1,16.2,131.31,146.58,15.27,115.12
V02642,P011,5,8.1,135.95,159.37,23.42,127.85
V04699,P011,4,16.33,140.84,156.05,15.21,124.51
V03632,P011,2,19.42,143.97,156.15,12.18,124.55
V01106,P011,1,22.28,146.58,155.92,9.34,124.3
V08257,P011,3,28.56,147.99,151.52,3.53,119.43
V00591,P011,3,9.24,151.52,174.41,22.89,142.28
V08323,P011,1,11.85,155.92,176.31,20.39,144.08
V05115,P011,4,28.84,156.05,159.56,3.51,127.22
V08585,P011,2,25.83,156.15,163.0,6.85,130.33
V02558,P011,5,18.59,159.37,173.9,14.53,140.77
V09533,P011,4,30.17,159.56,162.75,3.19,129.39
V05212,P011,4,15.61,162.75,180.7,17.95,147.15
V01189,P011,2,27.98,163.0,168.77,5.77,135.02
V04367,P011,2,5.37,168.77,197.25,28.48,163.41
V04553,P011,5,9.65,173.9,198.43,24.53,164.24
V00993,P011,3,14.66,174.41,194.17,19.76,159.75
V09970,P011,1,9.53,176.31,201.59,25.28,166.78
V05168,P011,4,14.88,180.7,200.89,20.19,165.82
V02910,P011,3,16.14,194.17,213.23,19.06,178.03
V08411,P011,2,31.21,197.25,201.59,4.34,166.05
V09882,P011,5,30.09,198.43,203.98,5.55,168.33
V02683,P011,4,4.11,200.89,232.45,31.56,196.78
V06302,P011,1,27.04,201.59,210.33,8.74,174.56
V03797,P011,2,24.98,201.59,212.51,10.92,176.61
V04604,P011,5,33.78,203.98,206.12,2.14,170.2
V03089,P011,5,33.13,206.12,208.95,2.83,172.98
V08192,P011,5,23.45,208.95,222.06,13.11,185.5
V09148,P011,1,20.96,210.33,226.06,15.73,189.37
V04209,P011,2,5.33,212.51,244.27,31.76,207.19
V08386,P011,3,26.45,213.23,223.96,10.73,186.79
V06894,P011,5,19.71,222.06,239.92,17.86,202.34
V01225,P011,3,31.85,223.96,229.7,5.74,192.11
V08211,P011,1,16.81,226.06,246.86,20.8,209.25
V00528,P011,3,34.55,229.7,232.91,3.21,195.15
V01315,P011,4,21.61,232.45,248.82,16.37,210.84
V01401,P011,3,19.73,232.91,251.24,18.33,213.18
V04436,P011,5,24.24,239.92,253.88,13.96,215.67
V04205,P011,2,7.15,244.27,275.39,31.12,237.13
V01142,P011,1,17.39,246.86,268.02,21.16,229.47
V07707,P011,4,31.0,248.82,256.39,7.57,217.82
V07375,P011,3,12.85,251.24,277.1,25.86,238.4
V09833,P011,5,11.92,253.88,280.96,27.08,241.96
V02497,P011,4,34.13,256.39,261.3,4.91,222.26
V03024,P011,4,20.1,261.3,280.45,19.15,241.21
V00886,P011,1,11.23,268.02,296.25,28.23,256.79
V03199,P011,2,10.57,275.39,304.46,29.07,264.83
V08267,P011,3,38.39,277.1,278.35,1.25,238.71
V09342,P011,3,32.21,278.35,285.99,7.64,246.15
V05462,P011,4,13.49,280.45,306.95,26.5,266.97
V09899,P011,5,39.21,280.96,282.06,1.1,241.75
V05656,P011,5,13.95,282.06,308.56,26.5,268.1
V02667,P011,3,8.18,285.99,318.31,32.32,277.81
V02568,P011,1,36.81,296.25,299.96,3.71,259.44
V00195,P011,1,33.43,299.96,307.19,7.23,266.53
V07623,P011,2,9.12,304.46,336.46,32.0,295.35
V03943,P011,4,12.71,306.95,335.78,28.83,294.24
V07814,P011,1,39.25,307.19,309.95,2.76,267.95
V00278,P011,5,32.74,308.56,318.18,9.62,275.82
V01952,P011,1,26.43,309.95,325.92,15.97,283.53
V04211,P011,5,16.74,318.18,343.96,25.78,301.44
V09402,P011,3,21.65,318.31,339.18,20.87,296.66
V05711,P011,1,22.82,325.92,345.73,19.81,303.1
V01040,P011,4,18.05,335.78,360.37,24.59,317.73
V07338,P011,2,25.53,336.46,353.65,17.19,310.94
V07347,P011,3,33.31,339.18,348.63,9.45,305.88
V07203,P011,5,38.64,343.96,348.6,4.64,305.31
V06732,P011,1,30.05,345.73,359.28,13.55,315.69
V06888,P011,5,24.32,348.6,368.04,19.44,324.28
V01289,P011,3,5.09,348.63,387.31,38.68,343.55
V06927,P011,2,42.83,353.65,354.62,0.97,310.82
V02479,P011,2,12.93,354.62,385.53,30.91,341.7
V03350,P011,1,17.85,359.28,385.29,26.01,341.44
V03200,P011,4,40.54,360.37,363.83,3.46,319.84
V06936,P011,4,34.46,363.83,373.52,9.69,329.38
V02812,P011,5,39.24,368.04,372.99,4.95,328.8
V02122,P011,5,36.36,372.99,380.87,7.88,336.62
V05217,P011,4,22.09,373.52,395.7,22.18,351.43
V06173,P011,5,4.19,380.87,421.0,40.13,376.68
V06743,P011,1,29.91,385.29,399.75,14.46,355.38
V09164,P011,2,41.53,385.53,388.88,3.35,344.0
V06318,P011,3,31.84,387.31,400.35,13.04,355.47
V06750,P011,2,41.56,388.88,392.37,3.49,347.32
V02674,P011,2,27.34,392.37,410.48,18.11,365.04
V07125,P011,4,28.83,395.7,412.41,16.71,366.87
V08476,P011,1,44.4,399.75,401.85,2.1,355.36
V06340,P011,3,23.14,400.35,423.9,23.55,377.21
V09261,P011,1,34.67,401.85,414.24,12.39,367.19
V09484,P011,2,36.01,410.48,421.62,11.14,374.48
V00496,P011,4,37.61,412.41,422.06,9.65,374.8
V09737,P011,1,44.91,414.24,416.62,2.38,369.34
V06919,P011,1,28.49,416.62,435.54,18.92,388.13
V03895,P011,5,46.61,421.0,421.98,0.98,374.39
V01985,P011,2,11.77,421.62,457.49,35.87,409.85
V00005,P011,5,12.84,421.98,456.82,34.84,409.13
V01557,P011,4,29.92,422.06,439.91,17.85,392.14
V04979,P011,3,2.21,423.9,469.47,45.57,421.7
V09490,P011,1,34.22,435.54,449.5,13.96,401.33
V08300,P011,4,44.34,439.91,444.24,4.33,395.58
V09683,P011,4,19.96,444.24,473.02,28.78,424.28
V08168,P011,1,43.23,449.5,455.07,5.57,406.28
V02565,P011,1,31.98,455.07,471.91,16.84,423.09
V04780,P011,5,13.25,456.82,492.43,35.61,443.56
V04962,P011,2,12.93,457.49,493.43,35.94,444.57
V07255,P011,3,21.83,469.47,496.65,27.18,447.65
V02894,P011,1,30.24,471.91,490.91,19.0,441.67
V01099,P011,4,42.45,473.02,479.89,6.87,430.57
V08149,P011,4,20.64,479.89,508.64,28.75,459.25
V03658,P011,1,38.85,490.91,501.49,10.58,452.07
V00959,P011,5,12.52,492.43,529.42,36.99,479.91
V08800,P011,2,22.21,493.43,520.98,27.55,471.22
V03012,P011,3,18.52,496.65,527.95,31.3,478.13
V07799,P011,1,21.08,501.49,530.27,28.78,480.41
V06345,P011,4,34.58,508.64,524.04,15.4,474.06
V08068,P011,2,20.07,520.98,550.99,30.01,500.91
V06200,P011,4,5.29,524.04,569.16,45.12,518.75
V02194,P011,3,34.53,527.95,543.88,15.93,493.42
V07562,P011,5,39.6,529.42,540.31,10.89,489.82
V05383,P011,1,37.47,530.27,543.35,13.08,492.81
V05232,P011,5,26.37,540.31,564.55,24.24,513.94
V01885,P011,1,10.72,543.35,583.46,40.11,532.63
V03227,P011,3,19.34,543.88,575.44,31.56,524.54
V09271,P011,2,21.99,550.99,580.04,29.05,529.0
V01966,P011,5,41.37,564.55,574.27,9.72,523.18
V09509,P011,4,14.01,569.16,606.49,37.33,555.15
V09422,P011,5,36.02,574.27,589.65,15.38,538.25
V01307,P011,3,32.7,575.44,594.56,19.12,542.74
V08331,P011,2,38.81,580.04,593.21,13.17,541.23
V08855,P011,1,37.41,583.46,598.1,14.64,546.05
V01957,P011,5,36.63,589.65,605.1,15.45,553.02
V02996,P011,2,40.24,593.21,605.13,11.92,552.97
V02112,P011,3,13.14,594.56,633.62,39.06,581.42
V07642,P011,1,23.39,598.1,627.07,28.97,574.71
V00471,P011,5,2.89,605.1,654.72,49.62,602.21
V07314,P011,2,25.22,605.13,632.79,27.66,579.92
V05814,P011,4,17.49,606.49,641.97,35.48,589.0
V05881,P011,1,29.21,627.07,651.35,24.28,597.87
V06778,P011,2,21.89,632.79,664.42,31.63,610.9
V02411,P011,3,40.37,633.62,646.8,13.18,593.25
V04277,P011,4,40.97,641.97,654.61,12.64,601.0
V07035,P011,3,30.8,646.8,670.22,23.42,616.0
V03980,P011,1,42.77,651.35,662.89,11.54,608.59
V06800,P011,4,25.51,654.61,683.44,28.83,629.1
V02883,P011,5,14.53,654.72,694.55,39.83,640.18
V09514,P011,1,43.04,662.89,674.33,11.44,619.86
V06125,P011,2,53.45,664.42,665.61,1.19,610.97
V02162,P011,2,37.01,665.61,683.33,17.72,628.61
V05467,P011,3,36.62,670.22,688.48,18.26,633.6
V00260,P011,1,14.48,674.33,714.76,40.43,659.85
V09626,P011,2,30.0,683.33,708.29,24.96,653.34
V02526,P011,4,18.13,683.44,720.43,36.99,665.31
V06278,P011,3,24.89,688.48,718.89,30.41,663.59
V02266,P011,5,49.0,694.55,700.91,6.36,645.55
V09840,P011,5,38.48,700.91,718.17,17.26,662.42
V05622,P011,2,45.2,708.29,718.84,10.55,663.1
V07271,P011,1,23.24,714.76,747.51,32.75,691.52
V06591,P011,5,36.02,718.17,738.49,20.32,682.15
V02333,P011,2,29.66,718.84,745.55,26.71,689.18
V04471,P011,3,43.09,718.89,732.22,13.33,675.8
V08979,P011,4,55.97,720.43,721.08,0.65,664.47
V07768,P011,4,20.78,721.08,756.96,35.88,700.3
V09822,P011,3,56.2,732.22,732.7,0.48,676.03
V09343,P011,3,43.61,732.7,745.79,13.09,689.09
V03871,P011,5,21.7,738.49,773.68,35.19,716.79
V00853,P011,2,14.35,745.55,788.2,42.65,731.2
V09829,P011,3,35.54,745.79,767.34,21.55,710.25
V01314,P011,1,37.25,747.51,767.4,19.89,710.27
V05773,P011,4,25.89,756.96,788.54,31.58,731.07
V08543,P011,3,54.26,767.34,770.91,3.57,713.09
V02269,P011,1,16.06,767.4,809.66,42.26,751.35
V04363,P011,3,43.87,770.91,785.36,14.45,727.04
V02935,P011,5,41.23,773.68,790.89,17.21,732.45
V07660,P011,3,30.39,785.36,813.55,28.19,754.97
V03434,P011,2,29.93,788.2,816.99,28.79,758.28
V01765,P011,4,13.02,788.54,834.25,45.71,775.52
V05948,P011,5,2.94,790.89,846.68,55.79,787.95
V07892,P011,1,28.78,809.66,839.7,30.04,780.88
V00692,P011,3,53.11,813.55,819.4,5.85,760.44
V08577,P011,2,38.56,816.99,837.49,20.5,778.44
V07330,P011,3,50.66,819.4,828.01,8.61,768.74
V04515,P011,3,41.59,828.01,845.79,17.78,786.42
V07684,P011,4,53.78,834.25,840.07,5.82,780.48
V03327,P011,2,53.49,837.49,843.69,6.2,784.0
V09605,P011,1,29.33,839.7,870.51,30.81,810.38
V06152,P011,4,34.88,840.07,866.14,26.07,805.19
V03443,P011,2,11.64,843.69,893.0,49.31,832.05
V02030,P011,3,54.72,845.79,852.22,6.43,791.07
V07816,P011,5,56.93,846.68,851.27,4.59,789.75
V02775,P011,5,38.2,851.27,874.79,23.52,813.07
V07049,P011,3,15.35,852.22,898.82,46.6,836.87
V09937,P011,4,26.38,866.14,901.82,35.68,839.76
V05732,P011,1,19.4,870.51,913.2,42.69,851.11
V07846,P011,5,55.87,874.79,881.27,6.48,818.91
V05216,P011,5,40.08,881.27,903.55,22.28,841.19
V00584,P011,2,21.96,893.0,933.51,40.51,871.05
V07405,P011,3,20.24,898.82,941.27,42.45,878.58
V08548,P011,4,28.02,901.82,936.66,34.84,873.81
V08432,P011,5,31.72,903.55,934.74,31.19,871.82
V01085,P011,1,50.98,913.2,925.23,12.03,862.23
V01279,P011,1,9.18,925.23,979.11,53.88,916.05
V08529,P011,2,44.52,933.51,952.29,18.78,888.99
V01705,P011,5,47.65,934.74,950.54,15.8,887.09
V06294,P011,4,16.71,936.66,983.41,46.75,919.95
V00733,P011,3,35.65,941.27,969.29,28.02,905.62
V05609,P011,5,26.2,950.54,988.08,37.54,924.34
V04510,P011,2,55.33,952.29,960.73,8.44,896.97
V01060,P011,2,35.47,960.73,989.07,28.34,925.27
V09996,P011,3,41.59,969.29,991.54,22.25,927.7
V07218,P011,1,34.94,979.11,1008.25,29.14,944.18
V07145,P011,4,45.77,983.41,1001.77,18.36,937.64
V06850,P011,5,8.18,988.08,1044.07,55.99,979.9
V07036,P011,2,41.68,989.07,1011.91,22.84,947.4
V01956,P011,3,46.3,991.54,1009.85,18.31,945.25
V02178,P011,4,38.71,1001.77,1028.04,26.27,963.06
V09030,P011,1,60.04,1008.25,1013.25,5.0,948.22
V09973,P011,3,60.23,1009.85,1014.76,4.91,949.63
V08336,P011,2,22.29,1011.91,1054.83,42.92,989.63
V05580,P011,1,24.03,1013.25,1054.52,41.27,989.23
V04355,P011,3,62.64,1014.76,1017.44,2.68,952.12
V08280,P011,3,3.92,1017.44,1078.93,61.49,1013.53
V09033,P011,4,18.17,1028.04,1075.28,47.24,1009.87
V05468,P011,5,50.75,1044.07,1058.75,14.68,993.32
V09771,P011,1,36.81,1054.52,1083.21,28.69,1017.71
V06574,P011,2,47.18,1054.83,1073.19,18.36,1007.66
V06814,P011,5,60.73,1058.75,1063.57,4.82,998.02
V06530,P011,5,37.86,1063.57,1091.29,27.72,1025.71
V00969,P011,2,32.79,1073.19,1106.38,33.19,1040.4
V06419,P011,4,40.98,1075.28,1100.62,25.34,1034.3
V03057,P011,3,53.22,1078.93,1092.08,13.15,1025.71
V08940,P011,1,23.33,1083.21,1126.36,43.15,1059.88
V07303,P011,5,36.22,1091.29,1121.57,30.28,1055.07
V01964,P011,3,39.18,1092.08,1119.52,27.44,1052.91
